types,tones,undertones,age,periode,content,buy,recommend,likes
dry, medium light, neutral,19 - 24,less than 1 week,awalnya niat mau cari moisturizer  terus kebetulan liat ini dan ada tulisan mgd 3jenis ha  otomatis kulitku yg dry tertarik dong haha  pas beli ternyata bentuknya kayak toner cair banget  aku pikir bener2 kayak lotion  tapi aku gaheran kalo ini masuk ke best hydrating toner karna ini bener2 worth it to get all the claims  dia soothing iya  melembabkan ofc  dan cepet banget menyerapnya  ditimpa ss pun gabikin greasy atau bertabrakan gitu  mana murah pula,lulu,recommends this product,0
combination, medium light, neutral,25 - 29,6 months - 1 year,dari segi packaging  wadah lotion ini sama seperti produk hada labo pada umumnya  terbuat dari plastik yang praktis dengan tutup fliptop yang aman dibawa bepergian  fungsi lotion ini sebenarnya adalah sama dengan toner  teksturnya sedikit lebih thick daripada toner pada umumnya  ketika diaplikasikan ke wajah  tidak timbul efek apa    sama seperti ketika kita membasuhkan air ke wajah  pemakaian secara rutin bikin kulit jadi supple dan cerah ,hypermart,recommends this product,4
combination, light, neutral,19 - 24,1 month - 3 months,hydrating toner yang bener bener bagus  gak bikin iritasi malah bisa bantu ngelembapin kulit yg iritasi parah  waktu dipake ke muka licin halus dan langsung kerasa lembapnya  untuk beberapa bagian kulit yg lebih kering emang perlu dilayer 2 3x  tapi nyerapnya enak dan gak bikin berminyak  harganya termasuk murah dan isinya banyak  bisa awet berbulan bulan  gaada bau warna samasekali  tekstur cair yang gampang dispread ke seluruh muka  nyerapnya sih agak lama tapi malah enak jadi muka gak keburu kering  dan bisa langsung ditimpa pelembap  recommended buat yang kulitnya normal to dry  yg jerawatan dan sensitif juga oke gak bikin break out  dari segi packaging  menurutku nyaman2 aja  botol tube simple tutup flip top  lubang botolnya kecil jadi gampang dituang ke jari  walaupun cair tapi gak gampang ngalir jadi masih aman buat dituang ke jari dan langsung dibalurin ke muka ,tokopedia,recommends this product,0
oily, medium, neutral,19 - 24,more than 1 year,waktu itu kulitku dehidrasi parah karena salah cara pakai produk eksfoliasi  terus nemu produk ini yang menurutku life saver pas kulitku lagi parah parahnya  teksturnya enak  mudah meresap  dan aku biasanya pake pas abis cuci muka dan masih setengah basah  aku juga suka pakai dia dilayer gitu  di aku sih dia gak bikin over hidration sama sekali  repurchase  of course guysss  aku udah abis 4 botol ini dan i luv this so damn much   kalian wajib coba apalagi yang kulitnya super kering  i highly recommend this ,shopee,recommends this product,1
combination, medium, warm,19 - 24,6 months - 1 year,buat si kulit kering sih oke bgt ini  btw aku udh repurchase beberapa kali  karena se affordable itu dan hasilnya oke  sebenernya yg aku rasain sih produk ini bikin lembab aja  gaada embel2 ngebuat yg lain lainnya  tp karena ga bikin kenapa kenapa dikulit juga dan hasil lembabnya    lumayan    di kulitku jadi ku repurchase terus ,shopee,recommends this product,0
oily, medium light, neutral,18 and under,3 months - 6 months,krn cocok pake face wash nya trus aku penasaran deh pengen coba tonernya  ehhh ternyata bagus bangett sih  dia teksturnya cair tp agak kentel gitu  trus ga ada baunya krn emng no parfum  jd keknya bakal aman deh buat yg sensitive skin  harnganya juga terjangkau banget  nah bagusnya tuh dia melembabkannya bagus banget sesuai klaimnya  klo pake ini trus lanjut serum yg melembabkan trus moisturizer abistu dipakein make up hasilnya bakal bagus banget  kek bener2 nempel gitu ,shopee,recommends this product,0
combination, medium light, neutral,19 - 24,3 months - 6 months,tonernya ini tuh teksturnya cair cair kentel gitu  warnanya bening dan gak ada aromanya seingetku  tonernya ini cukup melembabkan diwajahku  menurutku sih toner ini gak ada kandungan kandungan khusus untuk mengatasi masalah masalah kulit kayak jerawat atau bekas jerawat  tapi untuk kulitku yang cukup kering  toner ini membantu banget untuk memberikan kelembapan  harganya juga affordable                   dan menurutku ini aman untuk all skin types  dan yang terpenting toner ini gak bikin aku jerawatan     ,shopee,recommends this product,0
dry, light, neutral,19 - 24,less than 1 week,buat pemilik dry skin  ini recommended banget sih  konsistensinya yang agak lebih kental dari toner biasanya  membuat toner ini bener2 bisa melembabkan wajah aku waktu lagi kering kerontang  setelah pake  auto jadi super lembab dan plumpy  bener2 ngebantu banget memulihkan tekstur kulit aku waktu lagi kering keringnya ,shopee,recommends this product,0
combination, medium, neutral,19 - 24,less than 1 week,pengen nyari hydrating toner karena akhir2 ini wajah rasanya kering banget walaupun skintype combi to oily dan inget rekomendasi temen sama ini  sempet ragu ini beneran toner atau bukan karena tulisan nya moisturizing lotion bukan toner  tapi setelah baca description di baliknya ini hydrating toner  tekstur nya cair tapi agak lengket gitu  tapi setelah dipake di wajah beneran langsung ngehidrasi kulit    rasanya wajah langsung jadi lembab dan sebenernya ga perlu pake tambahan moist udah cukup  walaupun produk yang ini sebenernya untuk kulit normal to dry  but it works on my combi to oily skin dan ga mancing minyak berlebih  cuma pas pertama kali pake sih di t zone agak oily tapi abis itu enggak   next mungkin bakal coba yang light sih  ini recommend banget buat hydrating toner harga terjangkau  ,official brand store,recommends this product,0
combination, light, warm,18 and under,1 month - 3 months,awalnya mau beli yang chemical exfoliate nya  tapi salah check out jadi kebeli yang ini  dia ada 3 tipe hyaluronic acid yang bagus banget buat melembabkan  0  fragrance  dan 0  alcohol  jadi bagus banget buat kalian yang kulitnya sensitif sama alkohol dan parfum  plus ini melembabkan kulitku banget walaupun cuma sedikit makenya  nyerepnya juga cepettt  isinya 100 ml  waktu itu aku beli cuma 30 ribuan  untuk toner sebagus dan semurah ini  ini recommended bangettt ,shopee,recommends this product,0
dry, medium, warm,25 - 29,more than 1 year,dulu ini jadi toner andalan aku karena harganya afforadable dan cukup melembabkan tapi gatau kenapa tiba2 kulit aku muncul dry patches dan toner ini udh ngga mempan lg buat melembabkan kulit aku pdhl pake ini udh bertahun2 dari jaman kuliah sampe kerja tapi akhirnya ganti karena ini udh gak mempan huhu,watson,recommends this product,0
combination, medium light, neutral,18 and under,1 month - 3 months,best toner affordable si ini  gilaaa si  buagus banget ini sumpah  lembabnya dapet banget  tapi nyerepnya cuepett  buat layering enakk  teksturnya si cair cair kentel gituu  ini ringann banget jugaa  alcohol  fragrance free     minim ingredients     fungal acne safe     main ingredientsnya 3 jenis hyaluronic acid antara lain ha  acha  dan nano sized ha yang dimana kita semua tau hyaluronic acid bagus banget buat kulit  terutama buat ngelembapin dan memperbaiki serta menjaga skin barrier  untuk packaging sih ini hada labo bangett  ya bagus bagus ajaa si  harga juga affordable buangettt 38rb for 100ml ituu worth it parahh  apalagi mengingat sebagus ini produknya  hada labo gapernah gagal emang  semua lininya baguss parahhh  kurang apalagi coba  toner sebagus ini cuman di bandrol dengan harga under 50k  wajib coba dehh ,shopee,recommends this product,3
combination, light, cool,19 - 24,more than 1 year,selalu repurchase tiap kali hydrating toner lagi abis di kala kantong kering  pernah kulit aku lagi kering banget sampe ngelupas dan buru2 beli ini  auto terselamatkan kulitku dari gersang yg bikin pori2 keliatan besar  bener2 melembabkan dan cocok dipake abis exfo  enak banget dibandingkan hadalabo biru  hydra toner produk lain banyak yg lebih bagus sih tapi aku ttp bakal repurchase ini suatu saat waktu kepepet wkwk,shopee,recommends this product,0
combination, medium, cool,18 and under,more than 1 year,hydrating toner kedua ku      yang pertama yang strip hijau   aku dulu mikir sempet bosen pake ini ini mulu  tapi kayaknya emang udah jodoh  iya jodoh sama kulit dan kantongku  ngelembapinnya enak  ga biikin risih atau gimana  gaada kandungan aneh anehnya juga hehe,shopee,recommends this product,0
dry, medium light, neutral,19 - 24,1 month - 3 months,suka suka sukaaaaa  sebelum rutin pake produk ini  kulitku bener bener dehidrasi banget sih  but setelah rutin pake kulitku yang kering ini jadi gak sekering itu  ini toner must try buat kalian yang kulitnya kering apalagi sensitif kayak aku  karena kandungannya aman banget  racun yang wajib kalian coba     ,shopee,recommends this product,0
normal, medium light, warm,19 - 24,6 months - 1 year,suka bangeeet sama toner yang satu ini  awalnya iseng iseng lihat video di youtube terus tertarik sama reviewnya  pas coba pertama kali di tangan  bingung gitu sama konsistensinya yang cair banget tapi pas digesek di antara kedua jari  kayak ada efek licin  terus pas coba di muka  sangat melembabkan muka aku  tapi gak bikin kulitku berminyak  udah pake botol yang ke 2  kata yang cocok untuk toner ini   pas   gak bikin kering ataupun bikin berminyak,shopee,recommends this product,1
combination, medium, warm,19 - 24,1 month - 3 months,ini hydrating toner affordable yang not bad  cocok di kulitku yang lumayan kering  bener bener melembapkan dan bikin wajah plumpy  biasanya aku pake 2 3 layer  3 tetes tiap layernya tanpa kapas  setelah itu dilanjut rangkaian skincare yang lain ,shopee,recommends this product,0
oily, medium dark, neutral,19 - 24,1 month - 3 months,ini melembabkan banget guys  recomended  cuma di aku sih bikin agak berminyak gitu  cuma masih terkontrol sih  yang kulitnya kering mungkin ini sangat cocok sih  worth it to buy  harganya juga murceeee,shopee,recommends this product,0
combination, medium, neutral,19 - 24,more than 1 year,beli ini saat wajah bener bener kering banget sampai kulitnya ngelupas dan perih banget  udah putus asa banget saat itu  dan coba cari review review mengenai produk yang bisa melembabkan wajah dan akhirnya nemu produk ini beserta facial wash nya  pertama kali pakai bener bener ngerasa wajah langsung lembab dan setelah seminggu pemakaian wajahku perlahan membaik,watson,recommends this product,0
combination, medium, neutral,19 - 24,3 months - 6 months,cukup bagus mengidrasinya  pernah kondisi kulit lagi dehidrasi terus pakai toner ini langsung clesss berasa kaya di minumin  meresapnya agak lama  tapii ini itu ternyata jadi penyebab jidatku sering beruntusan  gatau kenapa padahal klo ditengok lagi ingredientsnya aman2 aja ,luwes,recommends this product,0
combination, medium, neutral,18 and under,1 month - 3 months,pertama kali aku pake ini bener bener wajah aku jadi lembab banget dan aku pake rutin hasil nya bagus banget bikin glowing dan lebab dan yang aku suka textur nya itu cair tapi ngga lengket  aku udah order ini beberapa kali dan yang aku rasain dimuka aku bener bener bagus banget     ,shopee,recommends this product,1
dry, medium light, warm,19 - 24,more than 1 year,sempet ragu buat beli krn temen breakout parah pake ini  tapi ternyata suka banget sama teksturnya dan beneran ngelembabin kulit aku yang kering  teksturnya juga enak bgt gak terlalu kentel dan gak terlalu watery jd gak lengket sama sekali di kulit cepet menyerap  gak ada parfumnya jadi enak banget makenya,shopee,recommends this product,0
combination, medium light, neutral,25 - 29,1 week - 1 month,ini kali pertamanya coba toner dari produk hada labo  pemakaian dah masuk minggu ke 3  dan yeah jatuh cinta sama ini toner  tonernya tuh bikin wajahku yang kering di area pipi jadi lembab  ini toner ciamik banget dah  repurchase  yes ,shopee,recommends this product,0
dry, medium, warm,25 - 29,1 week - 1 month,produk ini tuh enak bgt loh  bener bener melembabkan  muka jadi lembut gitu  tapi pas di minggu ke3 aku pake  hampir sebulanan gitu  muka aku jd keringg  kayaknya karna kombinasi sama skincare aku yg lain nya kurang cocok sih  karna aku ga mau ribet jadi aku berentiin pake produk ini aja karna produk yg lain tuh udah klop banget,traditional market,recommends this product,0
normal, medium, neutral,25 - 29,more than 1 year,udah lama banget pake toner ini belum mau cari hydating toner lain karena selain harganya murah dia juga cukup banget buat melembabkan  kalo masih kurang lembab tinggal dilayer aja  toner andalah kalo aku habis exfoliating  karena cuku banget buat hidrasi kukiy,tokopedia,recommends this product,8
oily, medium, warm,30 - 34,1 month - 3 months,aku jadikan dia toner   pelembab  pemakaiannya cukup 5 tetes untuk seluruh wajah  kadang setelah dikasih serum aku timpa lagi dengan ini  karena aku susah cocok dengan pelembab yang tipenya krim kayak terlalu berat di wajah aku  dia bener bener melembabkan  walaupun dibilangnya untuk kulit kering  tapi untuk wajahku yang normal cenderung berminyak dia masih bisa diterima dengan baik,shopee,recommends this product,0
combination, medium light, neutral,19 - 24,more than 1 year,ga sengaja beralih ke strip oren krn yg strip hijau lagi habis di guardian  awalnya rada parno takut too much for my combination skin  tp ternyata ga se tacky bayanganku  dia cair dan hidrasinya lebih nampol dr yg strip ijo ternyata  tp ga bikin beruntusan  enak buat buffer an exfolianting toner serum  kemasannya sleek simpel dan lubang botolnya kecil jd ga yg langsung tumpah2 gt pas dituang  harganya affordable bgt  kandungannya ga aneh2 no parfum no alkohol  kecintaan bgt pokoknya  bakal repurchase trsss,guardian,recommends this product,0
dry, light, neutral,25 - 29,6 months - 1 year,pas muka lagi kering keringnya  aku memutuskan beli ini karena mudah didapat  nggak harus beli online  jadi bisa langsung pake  terus harganya jg terjangkau  apalagi mengandung triple ha  pas dipake ke muka  persis kaya yg di iklan  pipinya agak lengket gitu nempel ke telapak tangan     muka jadi lembab  tapi bukan lembab basah kaya produk2 korea  cukup bikin glowing juga  cuma kekurangannya itu tadi  kalo di aku agak lengket aja sih,guardian,recommends this product,4
dry, medium, warm,19 - 24,more than 1 year,terbaiq         gatau lupa udh repurchase brp kali pokoknya pake ni toner dr awal masuk kuliah smp skrg udh lulus  harganya murce mursida udh gt dapet bgt efek ngelembapinnya  pake satu layer udh cukup ngelembapin tp kalo aku biasanya pake 3 layer karna kulit aku super duper kering  kalo abis pake toner ini kulit rasanya kenyal bgt trs alus jg  recommended bgt lah pokoknya,shopee,recommends this product,0
